employee_ID,startDate,endDate
bbfdcca8-24ef-46d5-a159-4a5b972e2f83,2025-06-30,2025-07-31
bbfdcca8-24ef-46d5-a159-4a5b972e2f83,2024-12-25,2025-01-31
56af9563-8bc3-4971-9e5f-3477442fdfbd,2024-12-14,2024-12-31
56af9563-8bc3-4971-9e5f-3477442fdfbd,2024-11-22,2024-12-31
56af9563-8bc3-4971-9e5f-3477442fdfbd,2024-11-11,2024-12-16
56af9563-8bc3-4971-9e5f-3477442fdfbd,2025-02-18,2025-03-31
56af9563-8bc3-4971-9e5f-3477442fdfbd,2025-08-12,2025-09-25
70e1c43b-8a55-42f8-a135-857f47e4251b,2025-07-21,2025-08-31
70e1c43b-8a55-42f8-a135-857f47e4251b,2025-06-05,2025-07-19
70e1c43b-8a55-42f8-a135-857f47e4251b,2025-05-16,2025-06-30
70e1c43b-8a55-42f8-a135-857f47e4251b,2025-07-20,2025-08-31
70e1c43b-8a55-42f8-a135-857f47e4251b,2024-10-16,2024-11-19
2fc713f4-8926-4105-a657-d0024c6258d8,2024-10-21,2024-11-30
2fc713f4-8926-4105-a657-d0024c6258d8,2024-11-24,2024-12-31
2fc713f4-8926-4105-a657-d0024c6258d8,2024-12-22,2025-01-31
2fc713f4-8926-4105-a657-d0024c6258d8,2025-03-08,2025-04-20
2fc713f4-8926-4105-a657-d0024c6258d8,2025-07-08,2025-08-17
603613b2-2106-4e5c-aa01-ef5777800558,2024-11-06,2024-12-16
603613b2-2106-4e5c-aa01-ef5777800558,2025-04-06,2025-05-25
603613b2-2106-4e5c-aa01-ef5777800558,2025-07-19,2025-08-31
603613b2-2106-4e5c-aa01-ef5777800558,2025-04-29,2025-05-31
603613b2-2106-4e5c-aa01-ef5777800558,2025-06-23,2025-07-31
91a7bc9f-fd13-482a-b39c-46805373d8b6,2025-01-10,2025-02-16
91a7bc9f-fd13-482a-b39c-46805373d8b6,2024-11-22,2024-12-31
91a7bc9f-fd13-482a-b39c-46805373d8b6,2025-07-24,2025-08-31
91a7bc9f-fd13-482a-b39c-46805373d8b6,2025-02-08,2025-03-30
91a7bc9f-fd13-482a-b39c-46805373d8b6,2025-02-17,2025-03-26
74d87d99-5811-487c-993b-5d080bfeb16a,2025-01-21,2025-02-28
74d87d99-5811-487c-993b-5d080bfeb16a,2025-03-29,2025-04-30
74d87d99-5811-487c-993b-5d080bfeb16a,2025-08-11,2025-09-23
74d87d99-5811-487c-993b-5d080bfeb16a,2025-04-01,2025-05-27
74d87d99-5811-487c-993b-5d080bfeb16a,2024-11-19,2024-12-27
cd86baa5-fe78-44a2-b662-0df077642cff,2024-12-23,2025-01-31
cd86baa5-fe78-44a2-b662-0df077642cff,2024-12-11,2025-01-31
cd86baa5-fe78-44a2-b662-0df077642cff,2025-04-17,2025-05-31
cd86baa5-fe78-44a2-b662-0df077642cff,2025-08-08,2025-09-09
cd86baa5-fe78-44a2-b662-0df077642cff,2024-10-04,2024-11-08
160390d0-f0ad-4d2b-9c65-506d0c5bd545,2025-05-07,2025-06-24
160390d0-f0ad-4d2b-9c65-506d0c5bd545,2025-03-24,2025-04-30
160390d0-f0ad-4d2b-9c65-506d0c5bd545,2025-01-04,2025-02-15
160390d0-f0ad-4d2b-9c65-506d0c5bd545,2024-11-28,2024-12-30
160390d0-f0ad-4d2b-9c65-506d0c5bd545,2025-03-10,2025-04-25
9abda13f-6fd4-4f94-becd-3ba1f5c17d99,2025-04-28,2025-05-31
9abda13f-6fd4-4f94-becd-3ba1f5c17d99,2025-01-05,2025-02-13
9abda13f-6fd4-4f94-becd-3ba1f5c17d99,2024-10-18,2024-11-22
9abda13f-6fd4-4f94-becd-3ba1f5c17d99,2025-05-12,2025-06-30
9abda13f-6fd4-4f94-becd-3ba1f5c17d99,2025-05-19,2025-06-25
4735447a-2672-4fbb-ab25-f7beea972918,2024-11-01,2024-12-21
4735447a-2672-4fbb-ab25-f7beea972918,2025-07-11,2025-08-11
4735447a-2672-4fbb-ab25-f7beea972918,2024-12-14,2025-01-31
4735447a-2672-4fbb-ab25-f7beea972918,2025-01-14,2025-02-24
4735447a-2672-4fbb-ab25-f7beea972918,2025-01-20,2025-02-28
403737e8-cc5d-4a13-b0e7-d8f99c900fc4,2025-03-08,2025-04-30
403737e8-cc5d-4a13-b0e7-d8f99c900fc4,2024-11-24,2024-12-31
403737e8-cc5d-4a13-b0e7-d8f99c900fc4,2025-04-16,2025-05-31
403737e8-cc5d-4a13-b0e7-d8f99c900fc4,2025-08-26,2025-09-30
403737e8-cc5d-4a13-b0e7-d8f99c900fc4,2025-05-06,2025-06-22
7e1aee87-7b71-472b-adfe-5762ed8ddb94,2025-01-13,2025-02-20
7e1aee87-7b71-472b-adfe-5762ed8ddb94,2025-06-12,2025-07-18
7e1aee87-7b71-472b-adfe-5762ed8ddb94,2025-03-02,2025-04-30
7e1aee87-7b71-472b-adfe-5762ed8ddb94,2025-06-20,2025-07-31
7e1aee87-7b71-472b-adfe-5762ed8ddb94,2025-03-19,2025-04-30
12c6fb5d-2230-471d-8309-7622793f321e,2025-02-06,2025-03-18
12c6fb5d-2230-471d-8309-7622793f321e,2025-03-06,2025-04-10
12c6fb5d-2230-471d-8309-7622793f321e,2025-07-20,2025-08-31
12c6fb5d-2230-471d-8309-7622793f321e,2024-12-20,2025-01-31
12c6fb5d-2230-471d-8309-7622793f321e,2025-02-15,2025-03-31
e0aff499-9f29-4128-be50-86df373cda01,2025-04-16,2025-05-31
e0aff499-9f29-4128-be50-86df373cda01,2025-04-13,2025-05-31
e0aff499-9f29-4128-be50-86df373cda01,2025-05-23,2025-06-30
e0aff499-9f29-4128-be50-86df373cda01,2025-08-22,2025-09-30
e0aff499-9f29-4128-be50-86df373cda01,2024-11-05,2024-12-17
2934a444-d44c-4ee0-a036-c0e0cdc62119,2025-05-19,2025-06-21
2934a444-d44c-4ee0-a036-c0e0cdc62119,2025-03-18,2025-04-30
2934a444-d44c-4ee0-a036-c0e0cdc62119,2025-02-02,2025-03-28
2934a444-d44c-4ee0-a036-c0e0cdc62119,2025-01-31,2025-02-28
2934a444-d44c-4ee0-a036-c0e0cdc62119,2025-03-19,2025-04-30
b6f837ec-80c1-45c3-ae04-32ab9e44e905,2025-01-05,2025-02-16
b6f837ec-80c1-45c3-ae04-32ab9e44e905,2025-05-18,2025-06-27
b6f837ec-80c1-45c3-ae04-32ab9e44e905,2025-03-29,2025-04-30
b6f837ec-80c1-45c3-ae04-32ab9e44e905,2025-08-07,2025-09-07
b6f837ec-80c1-45c3-ae04-32ab9e44e905,2025-01-20,2025-02-28
8b4e8265-8315-4753-bdfa-2e805c8a15b7,2025-02-10,2025-03-30
8b4e8265-8315-4753-bdfa-2e805c8a15b7,2025-05-08,2025-06-29
8b4e8265-8315-4753-bdfa-2e805c8a15b7,2025-04-10,2025-05-20
8b4e8265-8315-4753-bdfa-2e805c8a15b7,2025-02-19,2025-03-31
8b4e8265-8315-4753-bdfa-2e805c8a15b7,2025-01-25,2025-02-28
bbf37ba7-c3e2-4226-8a99-18ee9e1e4d28,2025-03-14,2025-04-16
bbf37ba7-c3e2-4226-8a99-18ee9e1e4d28,2024-11-04,2024-12-08
bbf37ba7-c3e2-4226-8a99-18ee9e1e4d28,2024-10-31,2024-11-30
bbf37ba7-c3e2-4226-8a99-18ee9e1e4d28,2024-11-17,2024-12-31
bbf37ba7-c3e2-4226-8a99-18ee9e1e4d28,2025-04-18,2025-05-30
8de08e8b-0a04-47d1-a14f-cb88e9ac5c61,2025-07-08,2025-08-20
8de08e8b-0a04-47d1-a14f-cb88e9ac5c61,2025-06-19,2025-07-21
8de08e8b-0a04-47d1-a14f-cb88e9ac5c61,2025-08-14,2025-09-27
8de08e8b-0a04-47d1-a14f-cb88e9ac5c61,2025-05-30,2025-06-30
8de08e8b-0a04-47d1-a14f-cb88e9ac5c61,2025-05-28,2025-06-30
5127010f-971b-40da-9112-96ab038f28e3,2025-07-09,2025-08-29
5127010f-971b-40da-9112-96ab038f28e3,2025-08-29,2025-09-30
5127010f-971b-40da-9112-96ab038f28e3,2025-06-10,2025-07-31
5127010f-971b-40da-9112-96ab038f28e3,2025-03-16,2025-04-20
5127010f-971b-40da-9112-96ab038f28e3,2024-12-05,2024-12-31
84c39ea6-23d2-4f51-b7ae-3e717bfb11e0,2024-10-13,2024-11-27
84c39ea6-23d2-4f51-b7ae-3e717bfb11e0,2025-04-19,2025-05-27
84c39ea6-23d2-4f51-b7ae-3e717bfb11e0,2025-02-01,2025-03-24
84c39ea6-23d2-4f51-b7ae-3e717bfb11e0,2024-11-07,2024-12-17
84c39ea6-23d2-4f51-b7ae-3e717bfb11e0,2025-03-30,2025-04-30
f83df7c1-3636-4cdb-bba9-274df76af4a7,2025-06-11,2025-07-20
f83df7c1-3636-4cdb-bba9-274df76af4a7,2025-08-27,2025-09-30
f83df7c1-3636-4cdb-bba9-274df76af4a7,2024-10-29,2024-11-29
f83df7c1-3636-4cdb-bba9-274df76af4a7,2025-08-09,2025-09-14
f83df7c1-3636-4cdb-bba9-274df76af4a7,2025-08-07,2025-09-30
6b9c4200-8acc-4b0e-879f-7956b9e80c7e,2024-11-24,2024-12-31
6b9c4200-8acc-4b0e-879f-7956b9e80c7e,2025-03-08,2025-04-30
6b9c4200-8acc-4b0e-879f-7956b9e80c7e,2025-07-22,2025-08-25
6b9c4200-8acc-4b0e-879f-7956b9e80c7e,2025-05-07,2025-06-17
6b9c4200-8acc-4b0e-879f-7956b9e80c7e,2025-06-17,2025-07-31
e71ca536-68cf-4e42-b7d1-b93f17113d06,2024-11-09,2024-12-30
e71ca536-68cf-4e42-b7d1-b93f17113d06,2025-06-28,2025-07-31
e71ca536-68cf-4e42-b7d1-b93f17113d06,2025-05-21,2025-06-30
e71ca536-68cf-4e42-b7d1-b93f17113d06,2025-08-16,2025-09-30
e71ca536-68cf-4e42-b7d1-b93f17113d06,2024-10-17,2024-11-24
c3f3ade9-3c2e-4788-ae62-4229520c33fb,2025-04-14,2025-05-27
c3f3ade9-3c2e-4788-ae62-4229520c33fb,2024-10-17,2024-11-29
c3f3ade9-3c2e-4788-ae62-4229520c33fb,2025-03-14,2025-04-13
c3f3ade9-3c2e-4788-ae62-4229520c33fb,2025-05-23,2025-06-30
c3f3ade9-3c2e-4788-ae62-4229520c33fb,2025-08-14,2025-09-30
16c99a02-5a60-48ea-9b0d-4c347a18344e,2025-04-17,2025-05-26
16c99a02-5a60-48ea-9b0d-4c347a18344e,2024-11-28,2024-12-31
16c99a02-5a60-48ea-9b0d-4c347a18344e,2025-05-20,2025-06-30
16c99a02-5a60-48ea-9b0d-4c347a18344e,2025-07-05,2025-08-28
16c99a02-5a60-48ea-9b0d-4c347a18344e,2025-01-22,2025-02-28
636840e3-df20-4d75-bcad-eb86dd1af8b7,2024-12-01,2024-12-31
636840e3-df20-4d75-bcad-eb86dd1af8b7,2025-07-21,2025-08-28
636840e3-df20-4d75-bcad-eb86dd1af8b7,2024-12-30,2025-01-31
636840e3-df20-4d75-bcad-eb86dd1af8b7,2024-12-31,2025-01-31
636840e3-df20-4d75-bcad-eb86dd1af8b7,2025-06-02,2025-07-14
a78e667c-67b5-4775-af9c-cba62c20cf9d,2024-11-30,2024-12-31
a78e667c-67b5-4775-af9c-cba62c20cf9d,2025-08-14,2025-09-30
a78e667c-67b5-4775-af9c-cba62c20cf9d,2025-03-03,2025-04-19
a78e667c-67b5-4775-af9c-cba62c20cf9d,2025-07-12,2025-08-22
a78e667c-67b5-4775-af9c-cba62c20cf9d,2025-07-18,2025-08-31
d7f3e8d0-54ff-4215-9932-ebce19b39845,2024-11-15,2024-12-29
d7f3e8d0-54ff-4215-9932-ebce19b39845,2024-10-07,2024-11-16
d7f3e8d0-54ff-4215-9932-ebce19b39845,2025-08-18,2025-09-22
d7f3e8d0-54ff-4215-9932-ebce19b39845,2024-12-10,2024-12-31
d7f3e8d0-54ff-4215-9932-ebce19b39845,2025-06-26,2025-07-31
7f8eca1a-9fe1-4657-960b-cf0e63bd839d,2025-07-23,2025-08-31
7f8eca1a-9fe1-4657-960b-cf0e63bd839d,2024-11-29,2024-12-31
7f8eca1a-9fe1-4657-960b-cf0e63bd839d,2025-08-31,2025-09-30
7f8eca1a-9fe1-4657-960b-cf0e63bd839d,2025-05-16,2025-06-22
7f8eca1a-9fe1-4657-960b-cf0e63bd839d,2024-12-25,2025-01-31
1250d49c-2fa6-4e0f-a81f-c4d1cbe8aa37,2025-03-29,2025-04-30
1250d49c-2fa6-4e0f-a81f-c4d1cbe8aa37,2025-08-06,2025-09-09
1250d49c-2fa6-4e0f-a81f-c4d1cbe8aa37,2025-06-18,2025-07-31
1250d49c-2fa6-4e0f-a81f-c4d1cbe8aa37,2025-08-20,2025-09-30
1250d49c-2fa6-4e0f-a81f-c4d1cbe8aa37,2024-10-25,2024-11-30
f04fd36f-5d16-4573-9ad4-f8d171e046bc,2024-11-21,2024-12-28
f04fd36f-5d16-4573-9ad4-f8d171e046bc,2025-08-11,2025-09-19
f04fd36f-5d16-4573-9ad4-f8d171e046bc,2024-10-22,2024-11-30
f04fd36f-5d16-4573-9ad4-f8d171e046bc,2025-01-24,2025-02-26
f04fd36f-5d16-4573-9ad4-f8d171e046bc,2025-07-07,2025-08-10
3b2e6a4f-22a9-4984-9d9a-500dcccbc283,2025-03-10,2025-04-11
3b2e6a4f-22a9-4984-9d9a-500dcccbc283,2024-10-29,2024-11-30
3b2e6a4f-22a9-4984-9d9a-500dcccbc283,2024-11-08,2024-12-08
3b2e6a4f-22a9-4984-9d9a-500dcccbc283,2024-12-26,2025-01-31
3b2e6a4f-22a9-4984-9d9a-500dcccbc283,2024-11-11,2024-12-31
83c3c3b3-7c05-4e6b-9829-8da3eb1d2163,2024-10-22,2024-11-30
83c3c3b3-7c05-4e6b-9829-8da3eb1d2163,2024-10-20,2024-11-29
83c3c3b3-7c05-4e6b-9829-8da3eb1d2163,2024-12-12,2025-01-31
83c3c3b3-7c05-4e6b-9829-8da3eb1d2163,2024-10-01,2024-11-26
83c3c3b3-7c05-4e6b-9829-8da3eb1d2163,2024-11-07,2024-12-19
14dce2a0-1174-4da5-8d67-0e73a033404c,2024-11-07,2024-12-31
14dce2a0-1174-4da5-8d67-0e73a033404c,2025-04-13,2025-05-31
14dce2a0-1174-4da5-8d67-0e73a033404c,2025-01-23,2025-02-28
14dce2a0-1174-4da5-8d67-0e73a033404c,2025-08-02,2025-09-28
14dce2a0-1174-4da5-8d67-0e73a033404c,2025-07-19,2025-08-30
9288401a-0fe9-4620-a421-5c95565607fc,2024-11-21,2024-12-31
9288401a-0fe9-4620-a421-5c95565607fc,2025-01-27,2025-02-28
9288401a-0fe9-4620-a421-5c95565607fc,2024-10-27,2024-11-29
9288401a-0fe9-4620-a421-5c95565607fc,2025-02-09,2025-03-22
9288401a-0fe9-4620-a421-5c95565607fc,2025-03-05,2025-04-10
e99dbd2a-9e75-4cab-8f5d-1bd2c6d5e4b7,2024-12-23,2025-01-31
e99dbd2a-9e75-4cab-8f5d-1bd2c6d5e4b7,2025-03-28,2025-04-30
e99dbd2a-9e75-4cab-8f5d-1bd2c6d5e4b7,2025-07-10,2025-08-18
e99dbd2a-9e75-4cab-8f5d-1bd2c6d5e4b7,2025-03-11,2025-04-26
e99dbd2a-9e75-4cab-8f5d-1bd2c6d5e4b7,2025-07-08,2025-08-30
3b5ac351-7e42-4c49-b8c7-c636c432a668,2025-07-22,2025-08-25
3b5ac351-7e42-4c49-b8c7-c636c432a668,2025-07-23,2025-08-31
